Reward
-329.41069540394216
-507.4857757697106
-403.9880348850415
-593.9616905642681
-495.4147607077222
-570.7910999723587
-559.5292319520206
-784.7384550558606
-503.52155983443623
-739.923785901877
-377.52628800801585
-866.5657017153662
-303.38353375593454
-467.9631905338959
-623.2828996442784
-529.7551558019106
-523.3712122943089
-128.62218155777958
-204.81307946369446
-223.78829883955632
-373.0196225928801
-439.314663700753
-112.30527774304298
-722.5825190127997
-165.67589128701422
-131.12597110118438
-107.90159522014343
-243.5381382384951
-315.38154220106446
-243.87166964886814
-173.4985533679917
-252.41094495220963
-71.76600556288015
-149.94404033928285
-104.1904629693583
-148.55359332875034
-110.17697402901833
-117.47762746800227
-132.445488934492
-87.11527751166659
-148.34620318516454
-66.92514998456717
-126.09141383844737
-88.18434648564696
-75.55990505297814
-107.93035175870908
-88.70045083304782
-85.76709581320134
-59.90342320942839
-53.437455328799146
-61.75184596668359
-80.36391126337072
-106.76628369712387
-62.21143120955374
-80.38864737354659
-70.61914250281961
-85.22608056435352
-79.42643224653594
-30.349211889284707
-48.99630667168603
-110.15309218927649
-87.38728447966949
-72.79808305279047
-85.97826819057562
-107.3810746925287
-70.0163103461503
-87.71524281865953
-71.61426139795957
-64.26759350987973
-101.95659857222381
-101.12516826254728
-187.90243705972722
-85.53363820675033
-107.0837434101575
-57.737659337670145
-116.64440087339244
-34.60530424797057
-67.64495549334224
-54.44126670372733
-117.93313499644519
-181.59079739291218
-62.53810879099854
-77.59872441869922
-55.71867671590457
-107.96693710899267
-81.45255323287309
-86.37897333280526
-123.19392918043896
-49.122216036371654
-89.406388069966
-96.9853195042633
-84.89592388543836
-205.68749134127944
-106.88059867564719
-50.149946468911374
-45.958167147198054
-31.316062475060793
-130.99925931355915
-29.310925629714067
-97.28239171245262
-112.82786867861266
-58.51073199603736
-41.871792407797074
-50.646288748961936
-118.5385915184902
-116.35377610029487
-51.71424168621445
-50.78106418396031
-16.59286943802033
-61.471289801585286
-118.23099739279117
-57.186397646603396
-86.80677901504647
-100.15540140175625
-88.23588282418719
-104.39254912191412
-170.8333436657708
-114.38310447422202
-138.10499858643362
-84.09736020135055
-287.5430063724238
-170.03761760790516
-83.46713108692605
-190.29196366035177
-234.8064441743901
-227.74063630019452
-150.5461126081824
-210.49536632265892
-107.92326716280122
-160.16478297878973
-134.78135641876457
-160.29673694169236
-217.72194383928996
-201.31463070520311
-232.1494029459007
-188.81256537555802
-116.69966838915548
-121.06951703781098
-182.88310323460558
-219.59188677739039
-179.56033485356784
-90.11362444591448
-111.36098802393221
-232.41215803611016
-257.37796621272537
-58.13794938182439
-19.46225108815932
-133.59793006181462
-117.53468994646855
-230.45126674841623
-197.51255059566168
-93.41699247732366
-91.1148994442719
-152.54841567490325
-144.87024647428697
-157.20432268354585
-154.78322445633745
-226.50100474963668
-256.0925731901505
-232.9675746757306
-163.2832990398647
-128.70332289902706
-167.05274975964522
-123.4137498265518
-29.478806350304254
-69.43764688335914
-122.09909592104586
-119.31607932017732
-59.393051296278315
-334.14737849473846
-198.76681128606555
-234.59719558239462
-36.57084706041339
-17.95770116466958
-269.56837726138224
-220.67803495114885
-250.80953752516263
-5.915248611182324
-93.78050440610274
-79.13975157833036
-1.382626175616096
-41.89587040032955
-52.36866000512711
-84.64626868748219
-98.02146984627629
-44.22132100966595
-92.62638907439863
-75.88039463438345
-85.50025206673719
-42.3567256688075
-34.18197690121332
-67.39772927270397
-66.4354360655722
-92.80205795705567
-73.93434322376167
-47.192275867366725
-66.04205742259236
-84.69135775921742
-61.40872879983807
-51.678754552963596
-70.50732286037962
-163.07463064040587
-58.778666661637686
-16.618290831576516
-97.99096906687443
-58.268999890076955
-81.47911165440573
-68.11135134471371
-20.28645057083723
-46.74645034677623
-99.89137515311728
-43.42694248507309
-86.88097478340823
-77.1200109094313
-71.39238370392458
-45.0912335107567
-14.397108145095121
-95.41073190305777
-59.185111152826664
5.009825526293555
-110.01970190365053
-50.02660590756434
144.0912889971967
-15.572497419512286
54.375897143559726
-34.2697896114355
-42.87605771630592
-10.717470464638966
34.44527167965936
-32.04582118744389
-5.438997964479683
-27.792331523617236
-25.045449615646834
-46.16476549014772
-16.1950963976105
3.885588014353142
-131.31938420787029
-15.979980353837798
-27.861626720314778
-1.2868534447932256
-122.62386930055368
8.49927001747916
-91.98720105114732
32.29527307855661
-9.383330758177314
165.39617333131116
128.663756263264
-48.598934559435925
-24.259072047911417
3.7336912451090076
-49.406456813625674
49.538756741487475
189.55687616621378
13.968019226972425
157.73587315924217
46.424973067092644
173.3353314084853
184.96325180437617
167.38682592035696
-153.86422228085917
157.3393008440388
-27.268943204172746
-37.952153234213824
198.29680481983
6.9171394158767185
237.00961361628202
185.02688008910363
163.70044273777964
215.0638275038434
178.95517324054168
160.66787838632598
236.3127473845103
184.59608896477891
-307.65434010447865
156.7444049788092
183.7287343319664
168.47407502693278
-71.43612719400294
-77.87518476159302
194.83340825622872
197.88741839497783
72.65917399520382
49.567627034717965
119.02166006218803
191.89006188518556
183.26097623353127
210.43275067338982
37.589147459851375
-73.4901432296281
105.09089325918265
81.73606454437277
-121.9502432092668
211.85878934018635
